Unnamed: 0,StudentId,CGPA,Major Projects,Certifications,Mini Projects,Technical Skills Rating,Internship,Hackathon,12th Percentage,10th Percentage,backlogs,PlacementStatus,Name,Age,Department,Attendance,Aptitude Score,Coding Score,Technical Interview Score,Programming Languages Known,Soft Skills Rating,Communication Score,Extra Curricular Activities,Expected Salary
138,139,7.9,1,3,1,7,No,Yes,62,65,4,NotPlaced,Divya Iyer,24,Electronics & Communication Engineering,68.4,63.6,63.4,56.2,"Java, C++",4.0,74.9,No,5.8
139,140,8.9,2,3,2,9,Yes,Yes,69,85,0,Placed,Meera Rao,21,Computer Science & Engineering,95.4,73.2,100.0,86.9,"Python, Java, JavaScript",4.3,93.3,No,41.93
140,141,6.5,1,1,1,7,No,No,66,70,3,NotPlaced,Meghna Das,20,Mechanical Engineering,67.1,38.9,48.7,57.2,"SQL, Kotlin, C++",4.8,91.9,Yes,4.24
141,142,7.6,1,1,0,7,No,Yes,55,76,0,Placed,Siddhi Joshi,23,Information Technology,89.2,86.8,79.0,82.9,"JavaScript, Swift, C++",4.8,83.8,No,17.32
142,143,8.4,1,3,2,9,Yes,Yes,67,80,1,Placed,Pooja Mishra,23,Mechanical Engineering,95.7,100.0,77.7,96.6,"C++, Python, Java, SQL, Go",4.6,85.8,Yes,25.08
143,144,7.8,2,3,0,7,Yes,Yes,79,87,3,NotPlaced,Krishna Verma,23,Computer Science & Engineering,84.7,64.6,66.4,66.6,"JavaScript, Python, Java",4.9,94.8,No,5.8
144,145,8.4,1,2,1,7,Yes,Yes,59,80,0,Placed,Harsh Das,21,Computer Science & Engineering,78.8,82.6,100.0,73.6,"JavaScript, SQL",4.5,93.0,No,25.35
145,146,7.6,1,2,0,7,No,Yes,58,74,0,Placed,Deepak Verma,21,Civil Engineering,99.0,84.1,78.8,69.5,"Python, Java",3.5,76.3,Yes,17.4
146,147,7.9,1,1,1,6,Yes,Yes,87,82,2,NotPlaced,Divya Pillai,22,Information Technology,71.3,42.1,73.6,60.8,"SQL, JavaScript, Java",4.6,92.6,Yes,5.8
147,148,7.9,1,3,1,8,Yes,Yes,56,82,1,Placed,Rahul Sharma,20,Mechanical Engineering,96.4,85.3,79.2,78.2,"SQL, Swift, Go, Java, Python",4.4,81.3,No,23.86
148,149,8.0,2,1,2,9,Yes,Yes,74,81,3,NotPlaced,Aditya Banerjee,22,Computer Science & Engineering,73.6,46.7,79.0,71.7,"Python, JavaScript, C++",5.0,93.3,No,5.8
149,150,7.9,2,1,0,8,Yes,Yes,63,70,4,NotPlaced,Nikhil Reddy,21,Information Technology,73.8,52.1,83.3,59.8,"Python, C++, JavaScript, Java, Go",4.7,77.5,Yes,5.8
150,151,8.4,2,3,2,9,Yes,Yes,90,85,0,Placed,Deepak Verma,24,Mechanical Engineering,74.1,82.8,84.5,91.7,"Python, C++, Java, JavaScript",4.7,96.3,No,29.65
151,152,8.6,0,3,2,9,Yes,Yes,73,78,0,Placed,Alok Mishra,22,Electronics & Communication Engineering,81.0,72.7,73.2,100.0,"Python, SQL, C++, Java, JavaScript",4.9,97.7,Yes,23.34
152,153,7.8,0,1,0,8,Yes,Yes,79,65,1,Placed,Karan Banerjee,21,Electronics & Communication Engineering,92.8,93.0,73.9,86.5,"C++, Go, Python, Java",4.4,80.2,Yes,19.52
153,154,8.1,2,3,3,9,Yes,Yes,80,83,1,Placed,Vivek Pandey,21,Computer Science & Engineering,78.8,66.1,100.0,88.8,"Python, Java, JavaScript, SQL",5.0,93.0,Yes,29.69
154,155,7.2,1,3,1,7,Yes,Yes,64,84,3,NotPlaced,Amit Patel,24,Computer Science & Engineering,63.6,39.1,75.9,49.7,"SQL, JavaScript, C++",4.4,87.1,No,5.8
155,156,7.7,0,1,0,8,Yes,Yes,69,63,1,Placed,Tanvi Reddy,24,Computer Science & Engineering,87.1,100.0,90.3,73.1,"JavaScript, C++, SQL, Java",4.5,99.9,No,20.63
156,157,8.4,1,3,2,9,Yes,Yes,79,86,1,Placed,Vihaan Das,24,Information Technology,90.2,86.5,100.0,92.7,"SQL, JavaScript, Java",4.8,91.4,Yes,27.44
157,158,8.0,1,3,1,8,Yes,Yes,72,83,4,NotPlaced,Alok Sharma,20,Electrical & Electronics Engineering,73.0,37.3,64.1,63.6,"Python, C++, Swift",5.0,91.2,No,5.8
158,159,7.8,0,1,1,7,No,No,61,69,3,NotPlaced,Aryan Choudhury,21,Information Technology,84.6,42.3,73.6,60.9,"JavaScript, Python",4.4,77.6,No,5.8
159,160,6.5,1,1,0,6,No,No,56,64,4,NotPlaced,Dev Reddy,24,Electronics & Communication Engineering,67.1,39.0,47.8,37.7,"Java, C++, Python",3.6,79.2,No,3.68
160,161,6.5,0,3,0,7,No,Yes,57,74,2,NotPlaced,Sneha Verma,20,Electrical & Electronics Engineering,86.3,60.8,41.2,48.0,"SQL, Python",3.8,73.5,No,4.57
161,162,7.9,1,2,1,8,Yes,Yes,60,71,3,NotPlaced,Nikhil Mehta,23,Computer Science & Engineering,88.7,74.2,84.4,64.1,"JavaScript, SQL, Python, C++, Swift",4.0,85.3,No,5.8
162,163,6.7,1,1,0,7,No,No,56,64,2,NotPlaced,Rohan Rao,23,Mechanical Engineering,81.5,30.3,56.1,50.0,"Kotlin, Java, SQL",4.4,82.3,Yes,4.0
163,164,6.9,0,1,0,7,No,Yes,55,69,0,Placed,Neha Sharma,23,Civil Engineering,79.9,99.0,67.4,76.5,"Java, C++, Go",4.4,81.4,Yes,10.77
164,165,6.5,1,1,2,8,Yes,No,62,72,0,Placed,Kabir Mishra,21,Computer Science & Engineering,95.6,89.0,84.4,66.7,"JavaScript, Java, C++, SQL, Swift",4.2,83.5,Yes,16.56
165,166,6.5,0,1,1,7,No,No,55,66,4,NotPlaced,Aadhya Mishra,20,Computer Science & Engineering,64.2,36.3,62.9,48.3,"Java, JavaScript, Python",4.2,82.8,Yes,4.24
166,167,7.3,1,1,1,7,No,No,65,64,4,NotPlaced,Ananya Chatterjee,20,Computer Science & Engineering,72.7,34.4,62.9,56.5,"Java, C++, Kotlin",3.8,76.5,No,5.3
167,168,8.3,2,3,0,7,Yes,Yes,77,82,0,Placed,Sanjay Pandey,23,Electrical & Electronics Engineering,87.2,66.3,78.7,79.1,"SQL, Java, Python",4.6,93.6,Yes,24.29
168,169,7.5,1,1,1,7,No,No,63,65,4,NotPlaced,Pooja Patel,22,Computer Science & Engineering,81.3,72.3,79.0,71.0,"Python, C++",3.8,82.6,No,5.8
169,170,8.0,2,3,3,7,Yes,Yes,78,61,3,NotPlaced,Vihaan Chatterjee,23,Electronics & Communication Engineering,62.3,39.2,75.1,62.7,"SQL, Swift, C++",4.3,84.1,No,5.8
170,171,8.3,1,2,1,6,No,Yes,76,71,1,NotPlaced,Nikhil Das,21,Information Technology,74.1,60.1,82.2,61.0,"Python, SQL, C++",3.8,78.3,No,5.8
171,172,6.6,0,3,0,8,No,No,80,82,4,NotPlaced,Krishna Pandey,23,Electrical & Electronics Engineering,88.4,30.0,54.9,49.9,"Python, C++, SQL, JavaScript",4.5,92.4,Yes,5.24
172,173,7.4,0,3,0,9,No,No,65,70,3,NotPlaced,Harsh Sharma,23,Electrical & Electronics Engineering,86.7,45.0,76.2,67.8,"SQL, Python, Go, C++, JavaScript",4.9,93.9,No,5.8
173,174,8.0,1,1,1,7,No,No,66,68,3,NotPlaced,Kabir Joshi,20,Civil Engineering,69.4,38.8,64.5,62.7,"SQL, JavaScript, Python",4.7,86.7,No,5.8
174,175,8.0,2,3,2,9,Yes,Yes,78,86,0,Placed,Arjun Singh,23,Computer Science & Engineering,79.3,81.0,90.1,91.0,"Java, JavaScript, Python, C++, Kotlin",5.0,90.3,No,28.03
175,176,6.7,1,2,0,7,No,Yes,55,65,3,NotPlaced,Sai Nair,24,Computer Science & Engineering,68.0,44.6,61.8,52.4,"JavaScript, Java, C++",4.7,86.2,No,4.78
176,177,8.3,1,2,3,7,Yes,No,67,65,1,NotPlaced,Vivek Pillai,24,Computer Science & Engineering,73.8,56.9,81.7,60.6,"C++, Swift",3.8,82.4,Yes,5.8
177,178,8.5,1,3,2,9,Yes,Yes,61,86,0,Placed,Abhishek Pandey,22,Information Technology,88.6,68.3,90.8,95.5,"Java, JavaScript, Python, SQL",4.7,90.9,Yes,40.9
178,179,7.5,2,1,2,9,Yes,No,55,65,3,NotPlaced,Meghna Gupta,21,Information Technology,68.9,43.0,79.1,67.0,"SQL, JavaScript, C++, Java, Python",5.0,100.0,No,5.8
179,180,7.4,1,1,0,6,No,No,58,62,3,NotPlaced,Aadhya Mehta,21,Civil Engineering,68.4,52.2,59.6,56.0,"SQL, Python",3.8,75.7,No,5.8
180,181,8.4,0,1,2,8,Yes,Yes,74,82,1,Placed,Abhishek Chatterjee,20,Electrical & Electronics Engineering,82.9,75.8,90.9,82.9,"SQL, Java, Python, Kotlin, Swift",5.0,100.0,No,26.34
181,182,8.2,1,3,0,8,Yes,Yes,70,73,0,Placed,Siddhi Chatterjee,21,Computer Science & Engineering,97.7,69.3,97.5,77.1,"C++, Python, SQL, Java, Kotlin",4.8,90.5,No,25.77
182,183,6.5,1,1,0,7,No,Yes,74,61,4,NotPlaced,Pooja Iyer,22,Electrical & Electronics Engineering,81.2,40.0,46.8,55.5,"C++, SQL, Python",4.7,83.0,No,3.15
183,184,7.7,1,1,0,7,No,Yes,57,69,3,NotPlaced,Sneha Kumar,24,Computer Science & Engineering,81.3,46.4,78.5,62.8,"SQL, JavaScript, Python",5.0,97.8,No,5.8
184,185,7.3,1,2,2,6,No,No,63,66,4,NotPlaced,Ananya Sharma,20,Computer Science & Engineering,80.7,60.0,68.9,59.3,"Java, Python",4.5,93.8,No,5.71
185,186,6.5,0,1,0,7,Yes,Yes,75,69,2,NotPlaced,Aarav Pandey,24,Electrical & Electronics Engineering,64.6,38.0,40.6,52.5,"SQL, Python, C++",4.1,74.9,No,3.68
186,187,6.5,1,1,1,6,No,No,55,65,4,NotPlaced,Kiran Sen,22,Civil Engineering,77.2,72.7,42.4,35.9,"C++, SQL",4.3,82.3,Yes,3.25
187,188,7.5,1,1,0,7,No,Yes,73,79,2,NotPlaced,Nikhil Gupta,20,Computer Science & Engineering,81.5,44.1,75.6,57.2,"JavaScript, SQL, Swift",4.5,92.9,Yes,5.8
188,189,7.8,1,1,1,6,No,No,55,70,2,NotPlaced,Aarav Sen,23,Electrical & Electronics Engineering,85.9,78.2,34.3,59.7,"Python, Java, JavaScript",4.1,79.5,Yes,4.46
189,190,6.8,1,1,0,7,No,No,61,62,2,NotPlaced,Dev Iyer,21,Mechanical Engineering,91.2,56.3,50.1,55.1,"SQL, Python",4.4,84.6,Yes,4.21
190,191,8.4,2,3,2,9,Yes,Yes,76,82,0,Placed,Amit Verma,22,Computer Science & Engineering,92.7,85.5,100.0,86.6,"JavaScript, Java, Python, Swift, SQL",4.1,85.7,No,30.98
191,192,7.8,2,2,2,8,No,Yes,59,74,1,Placed,Ananya Sen,20,Computer Science & Engineering,91.6,83.8,96.7,71.4,"JavaScript, Python, Java",4.8,93.4,No,25.18
192,193,7.5,1,2,0,7,Yes,Yes,58,63,2,NotPlaced,Harsh Mishra,24,Electronics & Communication Engineering,74.2,49.6,56.3,53.5,"C++, SQL",4.4,93.6,No,5.8
193,194,8.9,0,1,2,8,Yes,Yes,75,82,0,Placed,Pooja Iyer,20,Electrical & Electronics Engineering,95.1,86.0,88.7,87.1,"Java, C++, JavaScript, SQL",5.0,97.8,No,45.0
194,195,6.5,0,1,0,7,No,No,58,62,4,NotPlaced,Abhishek Mishra,23,Information Technology,90.2,34.0,50.7,50.3,"C++, Java, Python",3.8,72.8,No,4.11
195,196,8.4,1,1,2,8,No,No,78,70,1,NotPlaced,Arjun Joshi,22,Computer Science & Engineering,71.8,39.1,82.8,78.1,"Python, Java, JavaScript",4.6,82.7,Yes,5.8
196,197,8.1,0,1,0,7,Yes,No,69,67,1,NotPlaced,Aadhya Sen,20,Electronics & Communication Engineering,86.6,44.3,69.3,60.5,"Python, C++, JavaScript",4.0,74.6,No,5.8
197,198,8.5,2,3,0,8,Yes,Yes,60,85,1,Placed,Rahul Singh,22,Electronics & Communication Engineering,91.9,89.1,79.8,81.0,"SQL, Python, JavaScript, C++, Go",4.6,88.9,Yes,26.88
198,199,7.6,1,1,1,8,Yes,Yes,79,86,0,Placed,Aditi Sharma,22,Information Technology,100.0,95.3,86.2,75.3,"SQL, Java, Python",5.0,96.2,No,19.77
199,200,7.8,2,3,0,7,Yes,No,87,87,4,NotPlaced,Abhishek Iyer,24,Computer Science & Engineering,84.1,69.2,79.2,67.4,"Python, SQL, JavaScript",4.6,90.1,Yes,5.8
200,201,8.6,1,3,2,9,Yes,Yes,68,84,0,Placed,Sanjay Reddy,21,Electrical & Electronics Engineering,89.1,89.6,93.4,98.4,"SQL, Java, C++, Python",5.0,91.2,Yes,43.03
201,202,7.9,2,3,2,7,Yes,Yes,79,82,0,Placed,Arjun Rao,23,Electronics & Communication Engineering,84.2,80.5,83.0,83.8,"Swift, Go",4.8,99.0,No,24.45
202,203,6.5,0,2,2,7,Yes,No,65,59,2,NotPlaced,Kiran Pillai,20,Mechanical Engineering,62.9,79.8,38.9,48.3,"Java, C++, Python",4.9,92.7,No,3.65
203,204,8.2,0,2,1,8,Yes,Yes,78,87,1,Placed,Deepak Reddy,21,Mechanical Engineering,81.3,84.6,74.0,77.9,"C++, Python, Java, SQL, Go",4.9,94.7,Yes,25.0
204,205,8.2,1,1,0,8,Yes,Yes,60,70,0,Placed,Meera Sharma,24,Electrical & Electronics Engineering,93.6,74.2,80.3,80.7,"JavaScript, Java, SQL, Go",4.6,91.0,No,20.76
205,206,7.6,1,1,0,6,No,No,69,67,2,NotPlaced,Arjun Mehta,21,Civil Engineering,84.3,81.8,52.2,62.2,"Python, JavaScript, Java",4.2,87.8,Yes,4.49
206,207,7.3,1,2,1,8,No,Yes,55,72,4,NotPlaced,Sai Sen,22,Civil Engineering,70.6,41.6,58.7,52.5,"Python, JavaScript, C++, SQL",4.8,95.4,Yes,5.67
207,208,8.4,2,3,2,9,Yes,Yes,85,79,1,Placed,Karan Sen,22,Electronics & Communication Engineering,89.4,99.1,87.5,96.3,"C++, Go, Swift",4.9,92.5,No,27.88
208,209,8.3,2,3,3,9,Yes,Yes,70,88,1,Placed,Vihaan Das,23,Electronics & Communication Engineering,78.1,86.9,100.0,80.0,"Java, Python, C++, SQL, JavaScript",5.0,91.4,No,30.45
209,210,7.8,1,3,0,8,Yes,Yes,70,78,1,Placed,Pooja Pillai,20,Electronics & Communication Engineering,98.6,76.0,75.2,73.5,"Go, Python, Swift, SQL, C++",5.0,98.8,No,22.33
210,211,8.3,1,2,1,8,Yes,Yes,77,84,1,NotPlaced,Karan Joshi,20,Electronics & Communication Engineering,87.5,41.7,79.7,68.4,"C++, SQL, Python, Java",4.7,91.0,No,5.8
211,212,7.5,1,1,1,6,No,No,55,75,3,NotPlaced,Meghna Sharma,24,Computer Science & Engineering,78.7,59.9,76.7,52.9,"Java, C++",4.2,80.4,No,5.8
212,213,8.6,2,3,2,7,Yes,Yes,82,81,1,NotPlaced,Divya Chatterjee,23,Information Technology,80.7,78.4,78.6,61.6,"SQL, Python",4.9,90.0,No,5.8
213,214,7.8,2,2,2,7,Yes,No,57,69,4,NotPlaced,Harsh Joshi,20,Computer Science & Engineering,58.8,30.0,84.6,60.6,"Java, Python",4.5,82.9,No,5.8
214,215,6.6,1,1,1,7,No,No,70,66,2,NotPlaced,Aditya Sharma,22,Computer Science & Engineering,63.3,53.8,74.7,40.1,"Python, SQL",4.3,92.8,No,5.16
215,216,7.4,0,1,1,7,No,No,61,70,2,NotPlaced,Divya Gupta,23,Computer Science & Engineering,90.1,72.2,69.8,56.9,"Python, C++, JavaScript",4.4,83.0,Yes,5.8
216,217,6.9,1,2,1,7,No,No,55,69,2,NotPlaced,Ishaan Choudhury,21,Mechanical Engineering,70.0,47.8,54.7,49.0,"Kotlin, Java, SQL",3.9,91.9,No,4.92
217,218,6.6,1,1,0,7,No,No,62,70,2,NotPlaced,Vikram Mehta,23,Information Technology,80.3,66.8,59.5,46.9,"JavaScript, Java",4.5,89.7,No,4.55
218,219,8.3,1,2,2,8,Yes,Yes,80,79,0,Placed,Ananya Mishra,23,Computer Science & Engineering,93.6,81.9,100.0,81.9,"JavaScript, C++, Java, Python, Go",4.2,80.8,No,27.37
219,220,7.9,2,2,2,8,Yes,Yes,81,85,1,Placed,Vihaan Chatterjee,20,Electronics & Communication Engineering,78.2,60.1,72.1,81.8,"Java, C++, Python, JavaScript, SQL",5.0,93.0,Yes,23.03
220,221,6.6,1,2,1,7,Yes,Yes,82,69,2,NotPlaced,Meghna Das,24,Computer Science & Engineering,77.5,35.5,58.2,57.3,"SQL, C++, Python",4.4,76.7,Yes,4.99
221,222,8.0,2,3,2,8,Yes,Yes,62,83,1,Placed,Sneha Gupta,24,Electrical & Electronics Engineering,85.5,68.3,84.1,80.8,"Python, C++, JavaScript, SQL, Java",5.0,100.0,No,24.85
222,223,7.5,1,2,0,8,No,No,55,68,2,NotPlaced,Vikram Reddy,20,Computer Science & Engineering,75.8,62.3,81.1,66.8,"SQL, C++, Kotlin, Java",3.8,80.0,Yes,5.8
223,224,7.9,2,3,2,9,Yes,No,81,78,3,NotPlaced,Sneha Patel,20,Computer Science & Engineering,85.3,35.2,85.8,63.5,"JavaScript, Python, Java, SQL, C++",4.9,100.0,Yes,5.8
224,225,8.3,1,3,2,7,Yes,Yes,60,61,0,Placed,Rohan Rao,20,Mechanical Engineering,79.2,70.3,83.6,78.2,"Python, C++",3.7,73.9,Yes,26.1
225,226,7.4,1,1,0,7,No,Yes,67,62,4,NotPlaced,Priya Rao,24,Electronics & Communication Engineering,62.3,51.5,50.4,63.4,"JavaScript, SQL",3.9,72.4,Yes,4.61
226,227,8.0,2,2,2,8,Yes,Yes,79,78,0,Placed,Nikhil Rao,20,Mechanical Engineering,90.4,91.7,84.2,81.9,"SQL, C++, Go, Python",4.3,82.9,Yes,24.7
227,228,8.7,2,3,2,8,Yes,Yes,80,84,0,Placed,Ishaan Iyer,21,Information Technology,84.8,75.0,100.0,83.3,"SQL, JavaScript, Java",4.9,94.7,No,45.0
228,229,7.4,1,2,0,7,No,Yes,66,86,2,NotPlaced,Aryan Verma,21,Computer Science & Engineering,75.6,50.8,76.5,57.2,"Java, JavaScript",4.9,93.4,No,5.8
229,230,7.9,2,3,2,9,Yes,Yes,83,88,0,Placed,Meghna Sen,22,Information Technology,74.1,83.1,94.7,82.2,"Java, JavaScript, Python",4.8,93.4,No,28.32
230,231,7.5,1,1,1,7,No,No,59,66,2,NotPlaced,Aditi Banerjee,21,Computer Science & Engineering,77.9,60.9,80.2,64.7,"C++, Java",4.6,96.3,No,5.8
231,232,7.4,2,1,1,8,Yes,Yes,68,84,2,NotPlaced,Dev Iyer,23,Computer Science & Engineering,85.4,66.4,81.7,62.1,"C++, SQL, Python, JavaScript, Java",4.4,89.3,Yes,5.8
232,233,7.7,0,1,1,6,Yes,Yes,78,65,4,NotPlaced,Ananya Das,22,Computer Science & Engineering,78.6,54.5,69.9,50.0,"SQL, Java, Python",4.8,96.9,Yes,5.8
233,234,7.8,0,1,1,7,No,Yes,73,73,2,NotPlaced,Diya Verma,21,Electrical & Electronics Engineering,65.8,74.2,57.6,60.9,"Python, SQL",3.8,79.9,Yes,5.77
234,235,7.5,2,3,0,8,Yes,Yes,79,83,3,NotPlaced,Abhishek Das,23,Electronics & Communication Engineering,88.7,30.0,68.0,71.5,"JavaScript, C++, SQL, Python, Java",4.7,91.5,Yes,5.8
235,236,8.2,2,3,1,6,Yes,Yes,77,82,1,NotPlaced,Neha Sen,21,Computer Science & Engineering,76.3,68.1,70.0,57.0,"C++, Python",4.3,82.0,No,5.8
236,237,7.8,1,3,2,7,Yes,Yes,77,86,4,NotPlaced,Nikhil Mehta,23,Computer Science & Engineering,75.9,71.8,74.1,60.3,"Go, C++, Java",4.4,89.8,Yes,5.8
237,238,7.6,1,1,0,7,Yes,Yes,68,84,2,NotPlaced,Meera Das,20,Mechanical Engineering,84.3,58.9,65.9,54.0,"C++, SQL",4.7,87.0,No,5.8
238,239,8.5,2,3,2,9,Yes,Yes,80,79,1,Placed,Aditi Joshi,23,Computer Science & Engineering,78.5,84.4,98.6,94.9,"JavaScript, Java, Python, SQL, C++",4.9,98.3,Yes,38.85
239,240,6.7,0,1,1,7,No,Yes,76,70,4,NotPlaced,Meera Joshi,20,Information Technology,76.7,51.6,58.9,51.6,"SQL, Java",5.0,87.3,Yes,4.41
240,241,7.6,1,3,0,8,No,Yes,56,72,4,NotPlaced,Aryan Singh,23,Information Technology,74.9,82.1,86.9,60.2,"JavaScript, Python, C++, SQL",4.6,87.1,No,5.8
241,242,7.6,0,2,0,8,Yes,No,85,61,4,NotPlaced,Pooja Mishra,23,Electronics & Communication Engineering,76.4,30.4,70.4,67.7,"Kotlin, JavaScript, SQL, C++",4.2,70.4,No,5.8
242,243,7.3,1,2,0,7,No,Yes,58,67,2,NotPlaced,Deepak Pillai,21,Computer Science & Engineering,62.2,52.4,73.2,54.9,"Python, Java",4.7,89.4,Yes,5.8
243,244,8.1,1,2,1,7,No,Yes,71,70,1,NotPlaced,Meera Pandey,23,Mechanical Engineering,75.8,79.1,64.9,69.4,"Python, C++",3.6,71.5,Yes,5.8
244,245,7.6,2,3,0,8,No,Yes,80,68,0,Placed,Aadhya Iyer,21,Information Technology,88.5,92.9,85.1,67.2,"Java, JavaScript, SQL, C++, Swift",4.7,90.1,No,19.97
245,246,7.4,1,2,0,7,No,Yes,59,63,3,NotPlaced,Meghna Joshi,23,Computer Science & Engineering,74.2,73.9,81.4,57.1,"C++, Python",4.1,80.1,No,5.8
246,247,8.4,0,2,1,8,Yes,Yes,62,81,1,Placed,Nikhil Pillai,24,Computer Science & Engineering,77.1,89.6,96.2,83.4,"Python, Java, C++",4.5,84.4,No,24.31
247,248,6.7,1,2,1,7,No,Yes,71,66,3,NotPlaced,Rahul Rao,22,Computer Science & Engineering,77.5,55.8,52.5,48.5,"SQL, JavaScript, Java",4.4,88.6,No,4.93
248,249,6.5,1,1,0,7,No,Yes,79,64,2,NotPlaced,Sanjay Sen,21,Computer Science & Engineering,64.3,30.0,60.3,57.6,"C++, Python, JavaScript",5.0,92.4,No,4.2
249,250,7.4,1,2,1,6,No,Yes,57,61,3,NotPlaced,Dev Mehta,21,Mechanical Engineering,71.3,36.0,61.7,53.4,"Python, Go, Swift",3.6,76.4,Yes,5.47
250,251,8.4,2,3,1,7,Yes,Yes,68,64,1,NotPlaced,Dev Mishra,20,Computer Science & Engineering,84.9,73.3,81.3,65.3,"C++, Java",4.3,84.4,No,5.8
251,252,6.5,1,1,0,6,No,Yes,55,70,3,NotPlaced,Deepak Iyer,24,Mechanical Engineering,71.1,62.7,51.9,53.0,"Java, Kotlin",4.4,83.8,No,3.62
252,253,6.6,1,2,1,8,Yes,Yes,74,82,3,NotPlaced,Meghna Choudhury,20,Information Technology,80.1,42.7,69.0,56.4,"Java, JavaScript, Python, C++, Swift",4.3,84.4,No,5.8
253,254,8.1,0,2,2,8,Yes,No,82,85,1,Placed,Priya Banerjee,24,Computer Science & Engineering,96.6,87.0,91.6,81.0,"Python, Java, Swift, JavaScript",5.0,85.4,No,22.88
254,255,6.5,1,1,0,7,No,No,59,65,4,NotPlaced,Ananya Kumar,24,Computer Science & Engineering,77.2,68.4,58.8,52.2,"C++, Java, SQL",4.3,82.7,No,3.77
255,256,8.5,1,3,2,7,Yes,Yes,75,84,1,NotPlaced,Ishaan Joshi,23,Information Technology,75.3,39.0,89.3,49.9,"Java, JavaScript",5.0,94.0,No,5.8
256,257,8.7,2,3,2,9,Yes,Yes,83,81,0,Placed,Siddhi Nair,20,Electronics & Communication Engineering,79.9,77.1,98.7,95.4,"SQL, Java, C++",5.0,90.5,No,45.0
257,258,7.5,1,2,3,8,No,Yes,60,67,2,NotPlaced,Rohan Mishra,22,Mechanical Engineering,72.6,50.6,54.6,60.7,"Swift, Java, C++, Python",4.7,96.8,No,5.8
258,259,8.1,2,3,2,9,Yes,Yes,86,88,0,Placed,Diya Gupta,24,Electronics & Communication Engineering,90.7,71.0,93.3,80.4,"C++, Go, Python, Java, SQL",4.9,92.8,No,27.07
259,260,8.2,1,3,1,8,Yes,Yes,77,83,1,NotPlaced,Aryan Banerjee,24,Information Technology,80.7,58.3,82.4,68.7,"SQL, C++, Python, Java, Swift",4.1,96.0,No,5.8
260,261,8.7,2,1,0,6,Yes,No,70,59,1,NotPlaced,Tanvi Patel,21,Computer Science & Engineering,69.2,30.0,79.6,63.9,"Python, JavaScript",4.7,98.6,Yes,5.8
261,262,6.6,0,1,2,7,No,Yes,86,88,0,Placed,Arjun Iyer,23,Mechanical Engineering,90.9,93.4,70.3,74.5,"C++, SQL",4.4,83.3,No,14.33
262,263,8.1,0,2,3,7,Yes,Yes,81,78,1,Placed,Yash Chatterjee,22,Mechanical Engineering,96.4,73.9,88.0,73.0,"Go, C++",4.5,83.9,No,23.17
263,264,6.5,1,3,0,8,No,No,59,66,2,NotPlaced,Kabir Sen,24,Information Technology,69.8,73.4,62.5,55.8,"C++, JavaScript, Java",4.1,78.8,No,5.19
264,265,7.4,1,1,0,8,No,Yes,76,71,1,Placed,Aarav Pillai,21,Computer Science & Engineering,75.5,75.6,75.1,79.2,"Python, SQL, JavaScript",4.7,86.7,Yes,16.01
265,266,8.2,2,3,2,8,Yes,Yes,79,84,0,Placed,Siddhi Singh,20,Electronics & Communication Engineering,82.2,86.0,87.0,84.7,"JavaScript, C++, Python, Kotlin, SQL",5.0,93.8,No,26.83
266,267,6.8,2,2,2,8,No,Yes,61,69,2,NotPlaced,Nikhil Mehta,24,Electrical & Electronics Engineering,64.6,45.3,61.3,58.2,"Java, SQL, Swift, C++",4.6,93.6,Yes,5.35
267,268,8.0,1,2,1,7,No,Yes,68,75,3,NotPlaced,Sai Rao,21,Information Technology,65.9,43.0,76.6,63.1,"Java, SQL, C++",4.8,94.7,No,5.8
268,269,8.5,1,3,0,8,Yes,Yes,68,88,0,Placed,Krishna Chatterjee,20,Information Technology,89.9,81.5,95.3,79.6,"C++, JavaScript, Swift, Java",4.4,86.5,No,39.69
269,270,6.6,1,2,1,6,No,No,56,58,3,NotPlaced,Dev Reddy,23,Mechanical Engineering,86.6,52.3,38.9,50.0,"Go, SQL, C++",4.3,83.1,Yes,3.87
270,271,8.4,1,2,0,7,No,Yes,60,64,1,NotPlaced,Sneha Chatterjee,20,Computer Science & Engineering,86.2,66.4,82.3,70.3,"C++, Java",4.2,75.8,No,5.8
271,272,7.8,1,1,1,7,No,Yes,56,59,2,NotPlaced,Dev Verma,24,Information Technology,67.6,34.3,67.5,58.0,"JavaScript, Python, C++",3.7,79.3,Yes,5.8
272,273,7.7,1,2,0,8,Yes,Yes,65,59,4,NotPlaced,Diya Banerjee,22,Computer Science & Engineering,67.5,72.1,77.0,63.4,"C++, JavaScript, Java, Python",3.9,78.0,Yes,5.8
273,274,6.8,1,1,0,7,No,Yes,55,65,2,NotPlaced,Pooja Pillai,20,Computer Science & Engineering,76.5,30.9,63.9,49.1,"SQL, JavaScript, Java",3.7,76.0,Yes,4.38
274,275,7.3,1,2,1,7,No,No,59,57,2,NotPlaced,Pooja Gupta,22,Mechanical Engineering,83.4,34.2,59.1,47.0,"Python, JavaScript, C++",4.6,95.8,No,5.8
275,276,6.5,2,2,2,7,Yes,Yes,83,87,0,Placed,Dev Sharma,22,Electronics & Communication Engineering,93.8,73.5,70.1,67.3,"Java, JavaScript, Swift",4.9,93.5,No,18.02
